"phone_number","attempted","attempts","disposition","support_hopper","environment_thermometer"
"2436891592",TRUE,2,"survey complete","neither support nor oppose","9"
"5299758369",TRUE,1,"no answer",,
"9483266539",TRUE,1,"no answer",,
"7531565368",TRUE,1,"no answer",,
"1561597953",TRUE,1,"no answer",,
"7355284815",TRUE,2,"no answer",,
"9572799834",TRUE,1,"survey complete","somewhat oppose","8"
"9868474391",TRUE,1,"no answer",,
"4917492193",TRUE,1,"survey complete","somewhat support","10"
"5728242974",TRUE,1,"no answer",,
"3811731957",TRUE,1,"survey complete","somewhat support","5"
"9478314681",TRUE,1,"no answer",,
"7487626243",TRUE,1,"no answer",,
"9723724875",TRUE,2,"survey complete","somewhat support","5"
"9621637324",TRUE,2,"survey complete","neither support nor oppose","6"
"5124918342",TRUE,1,"no answer",,
"7414273415",TRUE,1,"survey complete","somewhat oppose","7"
"8418195879",TRUE,2,"survey complete","somewhat support","8"
"1625286152",TRUE,2,"no answer",,
"9823788627",TRUE,1,"survey complete","somewhat oppose","9"
"5482614218",TRUE,1,"no answer",,
"7318243951",TRUE,2,"no answer",,
"3644925687",TRUE,2,"no answer",,
"9585794351",TRUE,1,"no answer",,
"4863855943",TRUE,1,"no answer",,
"7522497468",TRUE,1,"no answer",,
"4534193218",TRUE,1,"no answer",,
"2711267641",TRUE,1,"no answer",,
"3729432857",TRUE,1,"survey complete","somewhat oppose","1"
"3588542143",TRUE,1,"survey complete","somewhat support","5"
"8631394361",TRUE,1,"no answer",,
"9378657436",TRUE,2,"no answer",,
"1265325832",TRUE,1,"no answer",,
"2368159324",TRUE,1,"no answer",,
"7312157436",TRUE,1,"no answer",,
"4363922536",TRUE,1,"no answer",,
"8167544193",TRUE,1,"no answer",,
"1752518172",TRUE,1,"survey complete","somewhat support","9"
"6599614275",TRUE,1,"no answer",,
"2373569135",TRUE,2,"no answer",,
"2178251792",TRUE,2,"no answer",,
"1298157628",TRUE,1,"no answer",,
"3594528672",TRUE,1,"survey complete","neither support nor oppose","4"
"5366475691",TRUE,1,"no answer",,
"5461241372",TRUE,1,"survey complete","somewhat oppose","10"
"2688468174",TRUE,1,"no answer",,
"3623286547",TRUE,1,"no answer",,
"7344679785",TRUE,1,"no answer",,
"1326271239",TRUE,2,"no answer",,
"5649387365",TRUE,1,"survey complete","strong support","10"
"3693782816",TRUE,1,"no answer",,
"1529768179",TRUE,1,"no answer",,
"8325915463",TRUE,1,"no answer",,
"3965965678",TRUE,1,"survey complete","somewhat support","5"
"4926829423",TRUE,1,"no answer",,
"3976126527",TRUE,1,"no answer",,
"2164976395",TRUE,1,"no answer",,
"4826392983",TRUE,2,"survey complete","strong support","6"
"1395264738",TRUE,1,"no answer",,
"1857146724",TRUE,1,"no answer",,
"2544617413",TRUE,1,"no answer",,
"8979274571",TRUE,2,"no answer",,
"1248314329",TRUE,1,"no answer",,
"3126456279",TRUE,1,"no answer",,
"9423614791",TRUE,1,"no answer",,
"1689519378",TRUE,1,"survey complete","neither support nor oppose","4"
"6177325371",TRUE,1,"survey complete","somewhat support","10"
"8698694186",TRUE,1,"no answer",,
"9384386831",TRUE,1,"survey complete","neither support nor oppose","9"
"8326515126",TRUE,1,"no answer",,
"2839247129",TRUE,1,"no answer",,
"1936351768",TRUE,1,"no answer",,
"4265491348",TRUE,1,"survey complete","strongly oppose","5"
"3989353865",TRUE,1,"survey complete","somewhat support","9"
"4351941384",TRUE,1,"no answer",,
"3757385729",TRUE,1,"no answer",,
"6321961365",TRUE,1,"no answer",,
"3589123427",TRUE,1,"no answer",,
"5369467135",TRUE,1,"survey complete","somewhat oppose","3"
"4215243827",TRUE,1,"no answer",,
"5934636341",TRUE,1,"survey complete","neither support nor oppose","8"
"9319513124",TRUE,1,"no answer",,
"8162513785",TRUE,1,"no answer",,
"6122485789",TRUE,2,"survey complete","somewhat support","10"
"5325248691",TRUE,1,"no answer",,
"9622917639",TRUE,1,"no answer",,
"9155484162",TRUE,1,"survey complete","neither support nor oppose","7"
"2748141738",TRUE,1,"no answer",,
"9438499625",TRUE,1,"survey complete","somewhat oppose","5"
"1292967618",TRUE,1,"no answer",,
"5365177583",TRUE,1,"no answer",,
"5313286597",TRUE,1,"no answer",,
"5213561273",TRUE,1,"no answer",,
"8275192534",TRUE,2,"survey complete","somewhat oppose","1"
"8464787123",TRUE,2,"no answer",,
"6297463481",TRUE,1,"no answer",,
"6898253549",TRUE,1,"no answer",,
"6717393627",TRUE,1,"no answer",,
"6156174752",TRUE,1,"survey complete","somewhat oppose","4"
"6145945178",TRUE,2,"no answer",,
"4538637926",TRUE,1,"no answer",,
"5294277314",TRUE,1,"no answer",,
"3691782896",TRUE,2,"no answer",,
"9359523214",TRUE,1,"no answer",,
"7125242749",TRUE,1,"survey complete","somewhat support","5"
"4858278249",TRUE,1,"no answer",,
"8571794729",TRUE,1,"no answer",,
"9344353541",TRUE,2,"no answer",,
"5278642943",TRUE,1,"no answer",,
"9747988264",TRUE,2,"no answer",,
"4591345617",TRUE,1,"no answer",,
"5677595149",TRUE,1,"no answer",,
"8594819418",TRUE,1,"no answer",,
"8624128761",TRUE,1,"survey complete","somewhat oppose","8"
"2615633486",TRUE,1,"no answer",,
"6911458675",TRUE,1,"no answer",,
"3878342967",TRUE,1,"survey complete","somewhat oppose","5"
"5315797196",TRUE,1,"no answer",,
"6289429651",TRUE,1,"no answer",,
"2957357816",TRUE,1,"survey complete","strongly oppose","9"
"2181233281",TRUE,1,"no answer",,
"4123918341",TRUE,1,"no answer",,
"3255982735",TRUE,1,"no answer",,
"9274933574",TRUE,2,"survey complete","strong support","5"
"7618265846",TRUE,1,"no answer",,
"8569736735",TRUE,2,"no answer",,
"3293757245",TRUE,1,"no answer",,
"5829757536",TRUE,1,"no answer",,
"9879172319",TRUE,1,"survey complete","strong support","9"
"1568375631",TRUE,1,"partial survey","somewhat oppose",
"4694595691",TRUE,2,"survey complete","neither support nor oppose","8"
"4977351463",TRUE,1,"no answer",,
"9758933479",TRUE,1,"no answer",,
"4923964823",TRUE,2,"no answer",,
"7849422739",TRUE,2,"no answer",,
"4833282693",TRUE,1,"survey complete","somewhat support","10"
"7613873864",TRUE,1,"no answer",,
"5421728642",TRUE,1,"survey complete","strong support","8"
"9626741564",TRUE,1,"no answer",,
"9549132714",TRUE,1,"no answer",,
"7947268235",TRUE,1,"no answer",,
"2149343862",TRUE,1,"no answer",,
"8571867386",TRUE,1,"survey complete","strong support","9"
"5481767582",TRUE,1,"no answer",,
"9361875726",TRUE,1,"no answer",,
"1582946794",TRUE,1,"survey complete","somewhat oppose","9"
"2755215346",TRUE,2,"no answer",,
"3913928179",TRUE,2,"no answer",,
"5931685418",TRUE,1,"no answer",,
"7946536192",TRUE,1,"no answer",,
"1493172681",TRUE,1,"no answer",,
"7657915861",TRUE,1,"no answer",,
"3186313574",TRUE,1,"survey complete","neither support nor oppose","1"
"2594135864",TRUE,2,"no answer",,
"3565248246",TRUE,1,"no answer",,
"2137329817",TRUE,2,"no answer",,
"8673654189",TRUE,2,"no answer",,
"7544676849",TRUE,1,"survey complete","somewhat oppose","9"
"1985342751",TRUE,1,"no answer",,
"6458299743",TRUE,1,"no answer",,
"1367688294",TRUE,1,"survey complete","somewhat support","4"
"9835291763",TRUE,1,"no answer",,
"3593671293",TRUE,2,"survey complete","strong support","9"
"7285161643",TRUE,2,"survey complete","neither support nor oppose","5"
"6946585732",TRUE,1,"survey complete","somewhat oppose","10"
"5872968549",TRUE,1,"no answer",,
"9367312579",TRUE,1,"no answer",,
"2156943874",TRUE,1,"no answer",,
"9768947532",TRUE,1,"no answer",,
"9741373987",TRUE,1,"survey complete","somewhat support","8"
"6215122693",TRUE,1,"survey complete","somewhat support","9"
"2942843987",TRUE,1,"no answer",,
"6877381927",TRUE,1,"no answer",,
"8423468379",TRUE,1,"no answer",,
"8766453968",TRUE,1,"no answer",,
"1694862386",TRUE,1,"no answer",,
"7134814863",TRUE,1,"no answer",,
"5137183291",TRUE,2,"no answer",,
"4671535986",TRUE,1,"no answer",,
"3753488612",TRUE,1,"survey complete","strongly oppose","7"
"8515695893",TRUE,1,"survey complete","somewhat oppose","3"
"8152353462",TRUE,2,"no answer",,
"9514178325",TRUE,1,"no answer",,
"5894182739",TRUE,1,"no answer",,
"4256522156",TRUE,2,"no answer",,
"7945918362",TRUE,1,"no answer",,
"2952836289",TRUE,1,"survey complete","neither support nor oppose","10"
"2682319753",TRUE,2,"no answer",,
"8154727495",TRUE,2,"no answer",,
"1397421435",TRUE,1,"no answer",,
"9732175932",TRUE,1,"no answer",,
"6581459576",TRUE,1,"no answer",,
"4297397864",TRUE,1,"no answer",,
"5137365249",TRUE,2,"survey complete","somewhat support","10"
"9413748579",TRUE,1,"no answer",,
"7433413417",TRUE,1,"no answer",,
"9765685819",TRUE,2,"survey complete","somewhat support","8"
"2946144635",TRUE,2,"survey complete","neither support nor oppose","10"
"1873484372",TRUE,1,"no answer",,
"8392582158",TRUE,2,"survey complete","neither support nor oppose","10"
"6713818432",TRUE,1,"no answer",,
"1465195392",TRUE,1,"no answer",,
"6573152843",TRUE,1,"no answer",,
"9743972576",TRUE,1,"no answer",,
"3756524153",TRUE,1,"no answer",,
"4133969168",TRUE,1,"no answer",,
"2695146413",TRUE,1,"no answer",,
"5175863941",TRUE,1,"survey complete","neither support nor oppose","9"
"8133464981",TRUE,1,"no answer",,
"8422456798",TRUE,1,"no answer",,
"2936351652",TRUE,1,"survey complete","neither support nor oppose","9"
"4973261547",TRUE,1,"survey complete","somewhat support","6"
"5162755471",TRUE,1,"no answer",,
"3641826957",TRUE,1,"no answer",,
"7619678679",TRUE,1,"no answer",,
"8157464156",TRUE,1,"no answer",,
"4626172489",TRUE,1,"no answer",,
"9677939153",TRUE,1,"no answer",,
"3796584619",TRUE,1,"no answer",,
"9745698261",TRUE,1,"no answer",,
"6878977894",TRUE,2,"survey complete","somewhat support","7"
"9254268257",TRUE,1,"no answer",,
"7491567849",TRUE,1,"survey complete","somewhat support","9"
"2871985146",TRUE,1,"survey complete","somewhat support","10"
"5767859421",TRUE,1,"no answer",,
"4537896159",TRUE,1,"survey complete","somewhat oppose","6"
"7418574625",TRUE,1,"survey complete","neither support nor oppose","10"
"1656544935",TRUE,2,"no answer",,
"5686296287",TRUE,2,"no answer",,
"1642362418",TRUE,2,"no answer",,
"2419451429",TRUE,1,"survey complete","somewhat support","7"
"5498765793",TRUE,1,"no answer",,
"8596984917",TRUE,1,"no answer",,
"7487434783",TRUE,2,"survey complete","strong support","10"
"7453171293",TRUE,1,"no answer",,
"4234298354",TRUE,1,"no answer",,
"9561786792",TRUE,1,"no answer",,
"4238654813",TRUE,1,"no answer",,
"2989679342",TRUE,1,"no answer",,
"5671839613",TRUE,1,"no answer",,
"9815292967",TRUE,1,"no answer",,
"4799571927",TRUE,1,"no answer",,
"8952672698",TRUE,1,"no answer",,
"1677294278",TRUE,1,"no answer",,
"8955986487",TRUE,1,"survey complete","somewhat support","8"
"9766911257",TRUE,1,"no answer",,
"9411466853",TRUE,1,"no answer",,
"2562698256",TRUE,1,"survey complete","somewhat oppose","4"
"3982376148",TRUE,1,"no answer",,
"1267869674",TRUE,2,"no answer",,
"8414395948",TRUE,1,"no answer",,
"8677431657",TRUE,1,"no answer",,
"4964512548",TRUE,1,"no answer",,
"2759751546",TRUE,1,"no answer",,
"3424175483",TRUE,2,"no answer",,
"2498614396",TRUE,1,"survey complete","somewhat support","4"
"3812936815",TRUE,1,"no answer",,
"2169213179",TRUE,1,"no answer",,
"2592752358",TRUE,1,"survey complete","somewhat oppose","8"
"9639531738",TRUE,1,"no answer",,
"8159654563",TRUE,2,"no answer",,
"2987946143",TRUE,2,"no answer",,
"2961399284",TRUE,1,"no answer",,
"2936321523",TRUE,1,"no answer",,
"9861792413",TRUE,1,"no answer",,
"4957812981",TRUE,1,"no answer",,
"7857843627",TRUE,1,"survey complete","neither support nor oppose","10"
"2584868639",TRUE,1,"survey complete","neither support nor oppose","6"
"8967235419",TRUE,1,"no answer",,
"9687923648",TRUE,2,"survey complete","somewhat support","9"
"1857599123",TRUE,1,"no answer",,
"8743754569",TRUE,1,"no answer",,
"1756217982",TRUE,1,"no answer",,
"5369461569",TRUE,1,"no answer",,
"5197618217",TRUE,1,"survey complete","somewhat support","10"
"2687363749",TRUE,1,"no answer",,
"2795378965",TRUE,1,"survey complete","somewhat oppose","2"
"6174623189",TRUE,1,"no answer",,
"7433589862",TRUE,1,"no answer",,
"6817827985",TRUE,2,"no answer",,
"9563513245",TRUE,2,"no answer",,
"3513966139",TRUE,1,"no answer",,
"3157141538",TRUE,1,"no answer",,
"5933498359",TRUE,1,"no answer",,
"1785828219",TRUE,1,"survey complete","neither support nor oppose","5"
"5818718256",TRUE,1,"no answer",,
"4657835832",TRUE,1,"no answer",,
"2415122456",TRUE,2,"no answer",,
"7538397968",TRUE,1,"no answer",,
"8742579364",TRUE,1,"no answer",,
"6395781398",TRUE,1,"no answer",,
"6829577329",TRUE,1,"survey complete","neither support nor oppose","8"
"7586314592",TRUE,1,"no answer",,
"2476793169",TRUE,1,"no answer",,
"5241296738",TRUE,1,"no answer",,
"5787355634",TRUE,2,"no answer",,
"6187639681",TRUE,1,"no answer",,
"2896832165",TRUE,1,"no answer",,
"8154363769",TRUE,1,"survey complete","somewhat oppose","8"
"8726844915",TRUE,1,"no answer",,
"1296258295",TRUE,1,"survey complete","strong support","5"
"6524388541",TRUE,2,"no answer",,
"7658737251",TRUE,1,"no answer",,
"7319637263",TRUE,1,"no answer",,
"1374735834",TRUE,1,"survey complete","neither support nor oppose","5"
"5784831759",TRUE,1,"no answer",,
"2879728943",TRUE,1,"no answer",,
"3179428735",TRUE,1,"survey complete","neither support nor oppose","4"
"3169389561",TRUE,1,"no answer",,
"1324598142",TRUE,1,"no answer",,
"7418941852",TRUE,1,"survey complete","strongly oppose","10"
"9534569168",TRUE,1,"no answer",,
"8713577269",TRUE,1,"no answer",,
"4653181839",TRUE,1,"survey complete","strong support","3"
"4951822369",TRUE,1,"survey complete","neither support nor oppose","9"
"7823471938",TRUE,2,"no answer",,
"3641696281",TRUE,1,"no answer",,
"5935466238",TRUE,1,"no answer",,
"6874652716",TRUE,1,"survey complete","neither support nor oppose","7"
"9743696731",TRUE,2,"no answer",,
"8172918692",TRUE,1,"no answer",,
"3465732357",TRUE,2,"survey complete","strongly oppose","7"
"5735367198",TRUE,1,"survey complete","somewhat oppose","5"
"5465297284",TRUE,2,"no answer",,
"2487985681",TRUE,1,"no answer",,
"6351394823",TRUE,1,"no answer",,
"3742397538",TRUE,1,"no answer",,
"7393158342",TRUE,1,"survey complete","neither support nor oppose","4"
"3971796574",TRUE,1,"survey complete","somewhat support","5"
"1327987294",TRUE,1,"no answer",,
"6429415819",TRUE,1,"survey complete","somewhat support","1"
"6415683715",TRUE,1,"survey complete","somewhat support","10"
"1641688512",TRUE,1,"no answer",,
"4397864195",TRUE,1,"survey complete","somewhat support","9"
"2411934693",TRUE,1,"no answer",,
"6932589813",TRUE,1,"survey complete","strong support","7"
"3273121942",TRUE,1,"no answer",,
"8799862561",TRUE,1,"no answer",,
"4728271249",TRUE,2,"no answer",,
"5621574751",TRUE,1,"no answer",,
"4123728746",TRUE,1,"survey complete","somewhat support","9"
"1838522943",TRUE,1,"no answer",,
"4635989386",TRUE,1,"no answer",,
"3645215624",TRUE,1,"no answer",,
"8611287483",TRUE,1,"no answer",,
"8674962539",TRUE,2,"no answer",,
"6494259372",TRUE,1,"no answer",,
"7911874951",TRUE,1,"no answer",,
"4857387461",TRUE,1,"no answer",,
"1762732159",TRUE,1,"no answer",,
"7817314523",TRUE,1,"no answer",,
"1487611849",TRUE,2,"no answer",,
"6749564376",TRUE,1,"survey complete","somewhat support","2"
"4368677954",TRUE,2,"no answer",,
"4697516819",TRUE,1,"no answer",,
"3855726851",TRUE,1,"no answer",,
"2731787642",TRUE,2,"no answer",,
"8467537829",TRUE,1,"no answer",,
"6329686538",TRUE,1,"no answer",,
"5875415326",TRUE,1,"survey complete","strongly oppose","1"
"5218353258",TRUE,1,"no answer",,
"9151483475",TRUE,1,"no answer",,
"2871971962",TRUE,1,"no answer",,
"6548757124",TRUE,2,"no answer",,
"5984324695",TRUE,1,"no answer",,
"5194878951",TRUE,1,"no answer",,
"8524231695",TRUE,1,"no answer",,
"1756578693",TRUE,1,"no answer",,
"7844254291",TRUE,1,"no answer",,
"6238276974",TRUE,1,"no answer",,
"9546919872",TRUE,1,"no answer",,
"9786324593",TRUE,1,"partial survey","neither support nor oppose",
"3964694126",TRUE,2,"survey complete","somewhat oppose","9"
"9485923476",TRUE,1,"no answer",,
"2962855629",TRUE,1,"no answer",,
"1793478314",TRUE,2,"no answer",,
"9677812468",TRUE,1,"no answer",,
"2718593782",TRUE,1,"no answer",,
"8543583481",TRUE,2,"no answer",,
"1284936841",TRUE,1,"no answer",,
"8743245167",TRUE,1,"no answer",,
"2434963149",TRUE,1,"no answer",,
"8725491975",TRUE,1,"no answer",,
"6196146314",TRUE,1,"no answer",,
"5219358437",TRUE,1,"no answer",,
"1878369823",TRUE,1,"no answer",,
"2193143746",TRUE,1,"survey complete","somewhat oppose","3"
"1681647263",TRUE,1,"no answer",,
"3918967364",TRUE,1,"no answer",,
"2939345624",TRUE,1,"no answer",,
"2345975213",TRUE,1,"survey complete","somewhat oppose","9"
"4258414316",TRUE,1,"survey complete","neither support nor oppose","9"
"5725364378",TRUE,1,"no answer",,
"3923474693",TRUE,1,"survey complete","somewhat oppose","9"
"2458375713",TRUE,1,"survey complete","neither support nor oppose","5"
"2869783784",TRUE,1,"no answer",,
"2977369431",TRUE,1,"no answer",,
"9767169827",TRUE,1,"no answer",,
"8962433294",TRUE,1,"no answer",,
"6528418471",TRUE,1,"survey complete","somewhat oppose","9"
"2377828456",TRUE,1,"survey complete","somewhat oppose","4"
"7434925792",TRUE,1,"survey complete","neither support nor oppose","5"
"8546421726",TRUE,1,"no answer",,
"7651472741",TRUE,1,"no answer",,
"3955798456",TRUE,1,"survey complete","somewhat oppose","10"
"8357168962",TRUE,1,"no answer",,
"2184375726",TRUE,1,"no answer",,
"9631955814",TRUE,2,"survey complete","somewhat support","5"
"2878648679",TRUE,1,"no answer",,
"4815313962",TRUE,1,"no answer",,
"6796519374",TRUE,1,"no answer",,
"9815816482",TRUE,1,"survey complete","neither support nor oppose","10"
"2548918463",TRUE,1,"no answer",,
"6237589258",TRUE,1,"no answer",,
"3848132538",TRUE,1,"no answer",,
"9328299753",TRUE,1,"no answer",,
"5415165618",TRUE,1,"survey complete","somewhat oppose","8"
"9841539267",TRUE,1,"survey complete","somewhat oppose","7"
"9631437324",TRUE,1,"no answer",,
"1278735937",TRUE,1,"survey complete","somewhat support","9"
"9266857863",TRUE,1,"no answer",,
"9259436374",TRUE,2,"no answer",,
"3516352731",TRUE,1,"no answer",,
"5189239826",TRUE,2,"no answer",,
"2134717153",TRUE,1,"no answer",,
"9842455921",TRUE,1,"no answer",,
"9386515193",TRUE,1,"no answer",,
"6288917539",TRUE,1,"no answer",,
"3586424392",TRUE,1,"no answer",,
"8978242739",TRUE,1,"survey complete","strong support","9"
"5693979581",TRUE,1,"no answer",,
"2879652649",TRUE,2,"survey complete","somewhat oppose","6"
"4299615431",TRUE,2,"no answer",,
"6838546497",TRUE,2,"no answer",,
"1726121934",TRUE,1,"no answer",,
"7245727638",TRUE,1,"no answer",,
"3813626794",TRUE,1,"survey complete","neither support nor oppose","4"
"9581431653",TRUE,1,"survey complete","somewhat support","10"
"2948951756",TRUE,1,"no answer",,
"4738495149",TRUE,1,"no answer",,
"8634678914",TRUE,2,"no answer",,
"8161689526",TRUE,1,"no answer",,
"2718513871",TRUE,1,"partial survey","somewhat support",
"5673612648",TRUE,1,"survey complete","somewhat oppose","9"
"5641892375",TRUE,1,"no answer",,
"9785728251",TRUE,1,"no answer",,
"3829129537",TRUE,1,"no answer",,
"1695684712",TRUE,2,"no answer",,
"4869529143",TRUE,1,"no answer",,
"3156192863",TRUE,1,"partial survey","somewhat oppose",
"5297623824",TRUE,2,"no answer",,
"7469829415",TRUE,1,"no answer",,
"8617149427",TRUE,1,"no answer",,
"6126259285",TRUE,1,"survey complete","neither support nor oppose","5"
"4393245789",TRUE,1,"survey complete","strong support","4"
"4531785248",TRUE,2,"survey complete","somewhat support","7"
"9573424167",TRUE,1,"survey complete","strong support","5"
"6989121894",TRUE,1,"no answer",,
"8579385632",TRUE,1,"no answer",,
"6933255789",TRUE,1,"no answer",,
"4594593965",TRUE,1,"no answer",,
"7255342498",TRUE,1,"no answer",,
"2479278437",TRUE,2,"survey complete","somewhat oppose","5"
"9861765169",TRUE,1,"no answer",,
"7144357142",TRUE,1,"no answer",,
"7193272795",TRUE,2,"no answer",,
"1893212569",TRUE,1,"survey complete","somewhat support","10"
"4268424286",TRUE,1,"no answer",,
"2981274815",TRUE,1,"no answer",,
"9376212973",TRUE,1,"no answer",,
"3973467253",TRUE,2,"no answer",,
"7268933921",TRUE,1,"no answer",,
"5377433796",TRUE,1,"no answer",,
"9757148762",TRUE,1,"no answer",,
"6586242169",TRUE,1,"survey complete","neither support nor oppose","1"
"7981327943",TRUE,1,"no answer",,
"8632497924",TRUE,1,"no answer",,
"8419633756",TRUE,1,"no answer",,
"6384396153",TRUE,1,"no answer",,
"6193989254",TRUE,1,"no answer",,
"5746481328",TRUE,1,"no answer",,
"8631651594",TRUE,1,"no answer",,
"9471947823",TRUE,1,"no answer",,
"7234693689",TRUE,2,"no answer",,
"7954731856",TRUE,1,"survey complete","strong support","8"
"7367318753",TRUE,1,"no answer",,
"4353486431",TRUE,2,"no answer",,
"2613128329",TRUE,1,"no answer",,
"2561923895",TRUE,1,"survey complete","somewhat support","5"
"3424327831",TRUE,1,"no answer",,
"5415631485",TRUE,1,"no answer",,
"8499361893",TRUE,1,"no answer",,
"4361381248",TRUE,1,"survey complete","somewhat support","7"
"6485695914",TRUE,2,"no answer",,
"6477424586",TRUE,1,"no answer",,
"3581233649",TRUE,1,"survey complete","neither support nor oppose","10"
"7586192783",TRUE,1,"no answer",,
"9149581782",TRUE,1,"no answer",,
"5377812854",TRUE,1,"no answer",,
"2481567821",TRUE,1,"survey complete","strong support","10"
"3123988735",TRUE,1,"survey complete","somewhat oppose","9"
"2394975784",TRUE,1,"no answer",,
"1456832547",TRUE,1,"no answer",,
"7657189437",TRUE,1,"no answer",,
"7511894123",TRUE,1,"no answer",,
"4691874219",TRUE,1,"no answer",,
"8462181782",TRUE,1,"no answer",,
"4357861469",TRUE,1,"no answer",,
"5132312641",TRUE,1,"no answer",,
"7214721327",TRUE,2,"survey complete","neither support nor oppose","9"
"9314978647",TRUE,2,"no answer",,
"9312312348",TRUE,1,"survey complete","somewhat oppose","7"
"9713865941",TRUE,2,"no answer",,
"6293794657",TRUE,1,"no answer",,
"1872537851",TRUE,1,"no answer",,
"1384634825",TRUE,1,"no answer",,
"9388641637",TRUE,1,"no answer",,
"2984854395",TRUE,2,"no answer",,
"8518354381",TRUE,1,"no answer",,
"1671859253",TRUE,2,"no answer",,
"7649162673",TRUE,1,"no answer",,
"4733159361",TRUE,1,"no answer",,
"4578647154",TRUE,1,"no answer",,
"4951923986",TRUE,1,"no answer",,
"5974711542",TRUE,1,"no answer",,
"3811971937",TRUE,1,"no answer",,
"9182381453",TRUE,2,"no answer",,
"7985299158",TRUE,1,"no answer",,
"2871736528",TRUE,1,"no answer",,
"3871634328",TRUE,1,"no answer",,
"7316141625",TRUE,2,"no answer",,
"2769546572",TRUE,1,"no answer",,
"1543257251",TRUE,1,"no answer",,
"2715415164",TRUE,1,"no answer",,
"8142388917",TRUE,1,"no answer",,
"2862876598",TRUE,1,"survey complete","somewhat oppose","8"
"8493681564",TRUE,1,"survey complete","strong support","7"
"9812591749",TRUE,1,"survey complete","strong support","7"
"6248399534",TRUE,2,"no answer",,
"1683419487",TRUE,2,"no answer",,
"1875133461",TRUE,1,"survey complete","somewhat support","7"
"1299265381",TRUE,1,"no answer",,
"8121827842",TRUE,1,"no answer",,
"7283784157",TRUE,1,"no answer",,
"5346784581",TRUE,1,"no answer",,
"6535172635",TRUE,1,"no answer",,
"4982731842",TRUE,1,"no answer",,
"6989368264",TRUE,1,"no answer",,
"7261866289",TRUE,1,"no answer",,
"2744838921",TRUE,1,"no answer",,
"3284856839",TRUE,1,"no answer",,
"3491949237",TRUE,1,"no answer",,
"3699869236",TRUE,2,"no answer",,
"2562377159",TRUE,1,"no answer",,
"3765295687",TRUE,1,"no answer",,
"1393579876",TRUE,1,"survey complete","somewhat support","9"
"5168275129",TRUE,1,"no answer",,
"4511264257",TRUE,1,"no answer",,
"9581355162",TRUE,1,"no answer",,
"6431494862",TRUE,1,"no answer",,
"7396256819",TRUE,1,"no answer",,
"9645676748",TRUE,1,"no answer",,
"9678418137",TRUE,1,"survey complete","somewhat support","4"
"6126347261",TRUE,1,"no answer",,
"5264638947",TRUE,1,"no answer",,
"9181745964",TRUE,1,"no answer",,
"6587143269",TRUE,2,"no answer",,
"1955186948",TRUE,1,"survey complete","neither support nor oppose","8"
"6129876987",TRUE,1,"no answer",,
"1753182519",TRUE,1,"no answer",,
"6544737495",TRUE,1,"no answer",,
"3613247912",TRUE,2,"no answer",,
"8212133216",TRUE,1,"no answer",,
"2834293258",TRUE,1,"no answer",,
"5264794925",TRUE,1,"no answer",,
"4321268947",TRUE,1,"no answer",,
"8192393148",TRUE,1,"no answer",,
"1956947169",TRUE,1,"no answer",,
"2819712134",TRUE,1,"survey complete","strong support","6"
"7863484917",TRUE,1,"no answer",,
"3617963157",TRUE,1,"no answer",,
"4565273867",TRUE,1,"no answer",,
"2936418294",TRUE,1,"no answer",,
"5131525641",TRUE,1,"no answer",,
"2413276592",TRUE,1,"no answer",,
"1244314253",TRUE,1,"survey complete","somewhat support","8"
"2574722539",TRUE,2,"survey complete","somewhat support","10"
"9355621376",TRUE,1,"no answer",,
"2595271789",TRUE,1,"survey complete","strong support","4"
"2513798539",TRUE,1,"no answer",,
"8921746453",TRUE,2,"no answer",,
"5829345493",TRUE,1,"no answer",,
"2176842813",TRUE,1,"no answer",,
"6753262894",TRUE,1,"no answer",,
"5767523582",TRUE,2,"no answer",,
"4161343629",TRUE,1,"no answer",,
"2978265871",TRUE,1,"no answer",,
"5966314796",TRUE,1,"no answer",,
"2874855471",TRUE,1,"no answer",,
"8711742879",TRUE,1,"no answer",,
"7951987684",TRUE,1,"no answer",,
"9717247691",TRUE,1,"survey complete","somewhat support","10"
"8962735712",TRUE,1,"no answer",,
"7432659354",TRUE,1,"survey complete","somewhat oppose","10"
"5844696248",TRUE,1,"no answer",,
"2341371698",TRUE,2,"survey complete","neither support nor oppose","9"
"6478974183",TRUE,1,"no answer",,
"7233696894",TRUE,1,"no answer",,
"1425834567",TRUE,1,"no answer",,
"4281341346",TRUE,1,"no answer",,
"5675382457",TRUE,2,"survey complete","somewhat support","10"
"8758632694",TRUE,1,"no answer",,
"1426722687",TRUE,1,"survey complete","neither support nor oppose","4"
"1462538341",TRUE,1,"survey complete","strong support","9"
"1397245432",TRUE,2,"no answer",,
"7917465694",TRUE,2,"no answer",,
"8655183248",TRUE,1,"partial survey","neither support nor oppose",
"3453954932",TRUE,1,"no answer",,
"3862919726",TRUE,1,"no answer",,
"5713295492",TRUE,1,"survey complete","somewhat support","9"
"9682463498",TRUE,1,"survey complete","strongly oppose","3"
"1632647853",TRUE,1,"no answer",,
"7459683876",TRUE,1,"no answer",,
"3258925469",TRUE,1,"survey complete","somewhat support","9"
"9128258469",TRUE,1,"no answer",,
"8348571285",TRUE,1,"no answer",,
"8124971742",TRUE,1,"no answer",,
"1631389234",TRUE,1,"no answer",,
